,0,1,2,3,4,5,6
860,1180,0,0,0,0,0,1
861,1181,3,0,0,1,5,0
862,1182,0,0,1,0,1,2
863,1183,3,0,0,0,2,0
864,1184,1,0,0,0,3,0
865,1185,0,0,0,0,0,0
866,1186,0,0,1,0,0,0
867,1187,1,0,0,0,3,1
868,1188,0,0,3,0,8,5
869,1189,5,0,0,0,2,0
870,1190,0,0,0,0,0,0
871,1191,1,2,0,0,3,1
872,1192,0,0,0,0,0,0
873,1193,0,0,0,0,0,0
874,1194,1,0,2,0,1,0
875,1195,7,3,0,0,1,1
876,1196,2,0,0,0,1,0
877,1197,4,1,0,0,1,0
878,1198,2,0,0,0,0,0
879,1199,0,4,0,0,2,0
880,1200,5,0,0,0,2,1
881,1201,1,0,0,0,0,1
882,1202,1,0,0,0,0,0
883,1203,0,0,0,0,0,1
884,1204,6,0,0,0,0,0
885,1205,0,0,0,0,0,1
886,1206,2,7,3,0,0,0
887,1207,0,1,0,0,1,2
888,1208,6,0,0,2,3,0
889,1209,0,0,0,0,0,1
890,1210,1,0,0,0,0,0
891,1211,5,0,0,0,0,0
892,1212,0,0,0,0,0,1
893,1213,9,0,2,0,0,0
894,1214,13,0,0,0,0,0
895,1215,0,1,5,0,0,0
896,1216,0,0,0,0,0,1
897,1217,4,0,0,0,0,0
898,1218,1,0,1,0,0,0
899,1219,0,0,0,0,0,0
900,1220,5,0,4,0,0,0
901,1221,4,0,4,1,0,0
902,1222,6,0,0,3,0,0
903,1223,1,0,0,0,1,0
904,1224,0,0,0,0,0,1
905,1225,0,0,0,0,3,0
906,1226,0,0,0,0,1,1
907,1227,0,0,0,0,0,0
908,1228,2,0,0,1,0,0
909,1229,1,0,0,0,0,0
910,1230,3,0,2,0,9,1
911,1231,0,0,0,0,6,0
912,1232,0,0,0,0,0,0
913,1233,5,0,1,0,0,0
914,1234,7,0,1,3,0,1
915,1235,6,0,0,0,1,0
916,1236,0,0,0,0,7,0
917,1237,0,0,0,0,0,0
918,1238,0,0,0,0,0,0
919,1239,0,0,0,0,0,0
920,1240,0,0,0,0,0,0
921,1241,1,0,0,0,0,0
922,1242,10,0,0,0,0,0
923,1243,0,0,0,0,0,0
924,1244,9,0,2,15,0,0
925,1245,12,0,0,0,0,0
926,1246,8,0,0,0,0,0
927,1247,0,0,0,0,0,0
928,1248,6,0,0,3,0,0
929,1249,0,0,0,1,0,1
930,1250,2,0,0,0,2,0
931,1251,0,0,0,0,4,1
932,1252,3,0,6,0,7,0
933,1253,1,2,0,0,0,0
934,1254,0,0,0,0,0,0
935,1255,3,0,0,1,0,1
936,1256,1,0,0,0,0,0
937,1257,0,0,0,0,0,0
938,1258,1,0,0,3,0,2
939,1259,0,0,0,0,5,6
940,1260,0,0,0,0,0,0
941,1261,0,0,0,0,0,0
942,1262,1,0,0,0,0,0
943,1263,0,0,0,0,0,0
944,1264,10,0,0,0,0,0
945,1265,10,0,0,0,0,0
946,1266,1,0,0,0,0,2
947,1267,1,0,0,0,0,0
948,1268,1,0,0,0,2,0
949,1269,0,0,0,0,0,0
950,1270,0,0,0,0,2,0
951,1271,1,0,0,0,2,0
952,1272,0,0,0,0,0,0
953,1273,0,0,0,0,2,0
954,1274,1,0,0,0,3,1
955,1275,0,0,0,0,7,0
956,1276,0,0,0,0,7,0
957,1277,8,0,0,1,0,0
958,1278,7,0,0,4,0,0
959,1279,9,0,2,1,1,0
960,1280,15,0,6,5,1,0
961,1281,0,0,0,0,0,0
962,1282,0,0,0,0,0,0
963,1283,5,0,1,0,0,0
964,1284,0,0,4,0,1,0
965,1285,9,0,0,0,0,0
966,1286,10,0,0,0,0,0
967,1287,7,0,0,0,0,0
968,1288,2,0,0,1,1,0
969,1289,0,0,0,0,0,0
970,1290,1,0,0,0,0,0
971,1291,1,0,0,0,0,0
972,1292,0,0,0,0,0,1
973,1293,0,0,0,1,0,1
974,1294,17,0,1,0,0,0
975,1295,0,0,0,0,0,0
976,1296,5,0,0,0,0,0
977,1297,1,0,0,0,0,0
978,1298,0,0,0,0,0,0
979,1299,21,0,2,0,1,0
980,1300,0,0,0,0,0,1
981,1301,0,0,0,0,1,1
982,1302,2,1,6,0,8,0
983,1303,2,0,0,0,0,0
984,1304,1,2,0,1,0,1
985,1305,2,0,0,0,0,0
986,1306,0,0,1,0,0,0
987,1307,3,1,9,0,10,0
988,1308,2,1,0,0,0,1
989,1309,1,0,5,0,7,0
990,1310,4,0,0,0,0,0
991,1311,0,0,0,0,5,0
992,1312,3,1,0,0,0,0
993,1313,1,0,0,0,0,0
994,1314,2,0,9,0,9,1
995,1315,0,0,0,0,0,1
996,1316,2,0,0,2,0,1
997,1317,9,0,0,0,0,3
998,1318,0,0,4,0,0,0
999,1319,0,0,0,0,0,0
1000,1320,3,0,0,0,1,0
1001,1321,3,0,0,0,0,0
1002,1322,3,0,0,0,0,0
1003,1323,3,0,0,0,0,0
1004,1324,1,0,0,0,0,0
1005,1325,0,0,0,0,0,2
1006,1326,5,0,0,0,0,0
1007,1327,0,0,0,0,0,0
1008,1328,0,0,0,0,0,0
1009,1329,1,0,0,0,0,1
1010,1330,12,0,0,0,0,0
1011,1331,0,0,0,0,0,0
1012,1332,1,0,2,0,0,0
1013,1333,0,0,0,0,0,1
1014,1334,0,0,0,0,0,3
1015,1335,4,0,0,0,1,0
1016,1336,1,0,0,0,0,3
1017,1337,9,0,0,0,0,0
1018,1338,1,0,0,0,1,0
1019,1339,2,2,0,0,0,1
1020,1340,0,0,0,0,0,0
1021,1341,2,0,0,0,0,0
1022,1342,2,0,0,0,0,0
1023,1343,4,0,0,0,0,1
1024,1344,1,0,0,0,0,0
1025,1345,2,0,0,0,0,1
1026,1346,4,0,0,0,2,0
1027,1347,1,0,0,0,0,1
1028,1348,0,0,0,0,0,0
1029,1349,1,0,0,0,0,0
1030,1350,5,0,0,0,4,1
1031,1351,0,0,0,0,0,0
1032,1352,1,0,0,2,0,1
1033,1353,2,0,0,0,3,2
1034,1354,6,0,0,0,0,0
1035,1355,2,0,0,0,0,0
1036,1356,0,0,0,0,0,0
1037,1357,1,0,0,0,0,0
1038,1358,9,0,0,0,0,0
1039,1359,1,0,0,0,0,0
1040,1360,1,0,0,1,0,1
1041,1361,0,0,0,0,0,0
1042,1362,0,0,0,0,0,0
1043,1363,0,0,0,0,0,0
1044,1364,1,0,0,0,0,1
1045,1365,0,0,0,0,0,1
1046,1366,1,0,0,0,5,2
1047,1367,5,0,0,0,0,0
1048,1368,0,0,0,0,0,0
1049,1369,1,0,0,0,0,2
1050,1370,8,0,0,2,1,1
1051,1371,0,0,0,1,1,1
1052,1372,1,4,0,0,2,1
1053,1373,0,0,0,0,0,0
1054,1374,0,6,0,0,1,1
1055,1375,0,0,0,0,1,0
1056,1376,5,0,0,0,0,0
1057,1377,0,0,0,1,2,1
1058,1378,0,5,1,0,0,5
1059,1379,0,0,0,0,3,1
1060,1380,1,0,0,0,0,0
1061,1381,1,0,0,2,6,0
1062,1382,0,0,0,0,0,1
1063,1383,0,1,0,0,3,0
1064,1384,1,1,0,0,0,0
1065,1385,0,0,0,0,1,2
1066,1386,0,0,0,0,0,2
1067,1387,0,7,0,0,1,1
1068,1388,0,0,0,0,0,0
1069,1389,0,0,0,0,2,0
1070,1390,0,0,0,0,0,0
1071,1391,1,0,0,0,0,2
1072,1392,1,0,0,0,7,3
1073,1393,0,5,0,0,3,0
1074,1394,0,0,0,0,0,3
1075,1395,0,1,0,0,3,1
1076,1396,0,6,0,0,2,2
1077,1397,1,0,0,0,2,1
1078,1398,1,0,1,0,0,0
1079,1399,1,0,0,0,0,0
1080,1400,1,0,4,1,0,0
1081,1401,0,0,0,0,0,0
1082,1402,0,4,0,0,2,2
1083,1403,0,0,0,0,5,2
1084,1404,0,0,0,0,0,0
1085,1405,0,0,2,0,0,1
1086,1406,2,0,0,0,3,0
1087,1407,2,0,0,0,0,1
1088,1408,0,0,0,0,0,0
1089,1409,0,0,0,0,0,0
1090,1410,0,0,0,0,1,0
1091,1411,0,0,0,0,0,1
1092,1412,1,10,0,0,0,0
1093,1413,4,0,0,0,4,1
1094,1414,4,0,0,0,0,0
1095,1415,5,0,0,0,0,0
1096,1416,6,0,0,0,0,0
1097,1417,1,0,0,0,0,0
1098,1418,7,0,1,0,0,0
1099,1419,2,0,0,0,0,0
1100,1420,0,0,0,0,0,1
1101,1421,3,0,0,0,0,0
1102,1422,0,0,0,0,0,0
1103,1423,0,0,0,0,0,0
1104,1424,0,0,0,0,0,0
1105,1425,6,0,0,1,0,1
1106,1426,5,0,0,0,2,0
1107,1427,0,0,0,0,0,0
1108,1428,0,0,0,0,0,0
1109,1429,1,0,0,0,0,1
1110,1430,0,0,0,0,0,0
1111,1431,0,0,0,0,0,0
1112,1432,4,0,0,0,0,0
1113,1433,0,0,0,0,1,0
1114,1434,4,0,0,0,0,0
1115,1435,1,0,0,0,0,1
1116,1436,0,0,0,0,0,1
1117,1437,0,0,0,0,0,0
1118,1438,3,0,0,1,0,0
1119,1439,6,0,0,0,1,0
1120,1440,0,1,4,0,0,1
1121,1441,0,2,0,0,0,2
1122,1442,0,0,0,0,0,0
1123,1443,0,0,0,0,0,1
1124,1444,0,0,0,0,0,1
1125,1445,0,0,0,0,3,0
1126,1446,3,0,1,1,0,0
1127,1447,0,0,0,0,0,0
1128,1448,0,0,0,0,0,0
1129,1449,1,10,2,0,1,0
1130,1450,2,0,0,0,0,0
1131,1451,1,0,0,0,0,0
1132,1452,0,0,0,0,0,0
1133,1453,0,0,0,0,0,0
1134,1454,0,1,0,0,0,0
1135,1455,0,0,0,0,0,0
1136,1456,0,0,0,0,0,0
1137,1457,0,0,0,0,1,1
1138,1458,0,0,0,0,0,0
1139,1459,1,0,0,0,0,0
1140,1460,0,0,0,0,0,1
1141,1461,0,0,0,0,0,2
1142,1462,4,0,0,0,5,1
1143,1463,2,0,1,0,1,0
1144,1464,0,0,0,0,0,0
1145,1465,1,0,0,0,6,1
1146,1466,1,0,0,0,0,0
1147,1467,0,0,0,0,0,0
1148,1468,0,0,0,0,0,0
1149,1469,0,0,0,0,0,0
1150,1470,0,0,0,0,0,0
1151,1471,0,1,0,0,0,1
1152,1472,0,0,0,0,0,1
1153,1473,4,0,0,0,1,0
1154,1474,2,0,0,0,0,0
1155,1475,0,0,0,0,0,0
1156,1476,2,0,1,2,0,0
1157,1477,1,0,0,0,5,0
1158,1478,3,0,1,0,0,1
1159,1479,4,0,6,0,0,0
1160,1480,1,8,0,0,4,0
1161,1481,5,0,0,0,0,0
1162,1482,2,0,0,0,0,0
1163,1483,7,0,0,0,1,0
1164,1484,3,0,0,0,0,0
1165,1485,1,10,0,0,1,1
1166,1486,3,0,0,0,5,0
1167,1487,0,0,0,0,1,0
1168,1488,4,0,0,0,11,3
1169,1489,0,0,0,0,0,0
1170,1490,1,0,0,0,7,0
1171,1491,0,0,0,0,0,1
1172,1492,1,0,0,1,0,1
1173,1493,0,0,0,0,0,0
1174,1494,1,0,0,1,1,0
1175,1495,2,0,0,0,5,2
1176,1496,7,0,1,0,2,0
1177,1497,2,0,0,1,6,0
1178,1498,2,0,1,0,0,0
1179,1499,0,0,0,0,0,0
1180,1500,4,0,0,0,1,2
1181,1501,1,0,0,0,0,0
1182,1502,0,0,0,0,7,0
1183,1503,0,0,0,0,0,1
1184,1504,3,0,0,0,0,0
1185,1505,0,0,0,0,4,0
1186,1506,0,1,1,3,3,0
1187,1507,2,0,2,2,0,0
1188,1508,1,0,0,0,7,1
1189,1509,10,0,0,2,0,0
1190,1510,0,1,0,1,1,1
1191,1511,2,0,2,0,0,0
1192,1512,11,0,0,3,0,0
1193,1513,0,0,1,0,1,2
1194,1514,10,0,0,0,0,1
1195,1515,0,0,2,0,3,0
1196,1516,0,0,1,0,1,0
1197,1517,0,0,1,0,4,0
1198,1518,0,0,0,0,0,0
1199,1519,0,0,0,0,0,1
1200,1520,4,0,0,0,0,0
1201,1521,0,0,1,0,6,0
1202,1522,0,0,0,0,0,0
1203,1523,6,0,0,0,1,0
1204,1524,0,0,6,0,10,2
1205,1525,2,0,0,0,0,0
1206,1526,0,0,0,0,1,1
1207,1527,1,0,0,0,5,0
1208,1528,0,0,0,0,0,0
1209,1529,1,0,0,0,1,0
1210,1530,0,0,0,0,0,0
1211,1531,0,0,0,0,0,2
1212,1532,4,4,7,0,2,0
1213,1533,0,0,0,0,0,2
1214,1534,0,0,0,0,1,1
1215,1535,0,0,0,0,5,1
1216,1536,1,0,3,0,2,1
1217,1537,1,0,0,0,0,0
1218,1538,0,0,0,0,0,0
1219,1539,4,0,3,0,0,1
1220,1540,1,0,1,0,0,1
1221,1541,0,0,0,0,1,2
1222,1542,3,0,2,1,3,1
1223,1543,1,0,0,0,0,0
1224,1544,2,0,2,0,10,1
1225,1545,2,0,0,0,0,0
1226,1546,0,0,0,0,0,0
1227,1547,1,1,2,0,1,1
1228,1548,0,0,0,0,1,4
1229,1549,0,0,0,0,0,0
1230,1550,0,0,0,0,0,1
1231,1551,2,0,1,0,9,0
1232,1552,0,0,0,0,0,2
1233,1553,0,0,0,0,3,0
1234,1554,3,0,0,0,3,0
1235,1555,2,0,0,0,1,0
1236,1556,0,0,0,0,0,0
1237,1557,1,0,1,0,0,1
1238,1558,9,0,1,8,0,0
1239,1559,8,0,0,0,0,0
1240,1560,0,0,0,0,0,1
1241,1561,2,0,0,1,0,0
1242,1562,0,0,0,0,0,0
1243,1563,0,0,0,0,0,3
1244,1564,0,0,0,0,0,0
1245,1565,3,0,0,0,0,0
1246,1566,3,1,0,0,0,0
1247,1567,2,0,0,0,0,0
1248,1568,4,0,0,0,0,1
1249,1569,0,0,0,0,0,1
1250,1570,0,0,0,0,0,1
1251,1571,0,0,0,0,1,0
1252,1572,0,0,0,0,0,0
1253,1573,5,0,0,0,0,0
1254,1574,1,0,0,2,0,1
1255,1575,2,12,2,0,0,0
1256,1576,8,0,0,0,0,0
1257,1577,0,0,0,0,0,0
1258,1578,5,0,0,0,0,0
1259,1579,1,1,0,0,1,1
1260,1580,0,0,0,0,0,0
1261,1581,1,0,0,0,0,0
1262,1582,5,0,0,0,0,0
1263,1583,1,0,0,0,1,0
1264,1584,0,1,0,0,0,1
1265,1585,0,0,0,0,0,0
1266,1586,0,0,0,0,0,0
1267,1587,0,0,0,0,4,0
1268,1588,1,0,2,0,0,1
1269,1589,0,0,0,0,0,0
1270,1590,1,0,1,0,0,0
1271,1591,11,0,2,2,0,0
1272,1592,13,0,0,0,0,0
1273,1593,2,0,0,0,0,0
1274,1594,2,0,0,0,0,0
1275,1595,1,0,1,0,1,0
1276,1596,1,0,0,0,1,0
1277,1597,0,5,3,0,0,1
1278,1598,0,0,0,0,0,0
1279,1599,0,0,1,0,7,0
1280,1600,1,2,0,0,0,0
1281,1601,3,0,0,0,0,1
1282,1602,0,0,0,0,0,1
1283,1603,3,0,0,0,1,0
1284,1604,8,0,0,0,0,0
1285,1605,4,0,0,0,0,1
1286,1606,2,2,0,0,0,0
1287,1607,3,0,0,0,0,0
1288,1608,0,0,5,1,3,2
1289,1609,2,0,0,0,0,0
1290,1610,5,0,0,0,0,0
1291,1611,0,0,1,0,1,0
1292,1612,6,0,0,0,0,1
1293,1613,6,0,0,0,0,0
1294,1614,6,0,0,0,0,0
1295,1615,0,0,0,0,4,0
1296,1616,0,0,0,0,4,0
1297,1617,1,0,0,0,0,0
1298,1618,2,0,0,0,0,0
1299,1619,0,0,0,0,0,0
1300,1620,5,0,0,0,3,1
1301,1621,0,0,0,1,5,0
1302,1622,5,0,0,0,0,1
1303,1623,3,1,1,0,0,0
1304,1624,1,0,3,0,2,1
1305,1625,0,5,1,0,1,1
1306,1626,0,0,0,1,0,0
1307,1627,3,0,0,1,0,0
1308,1628,1,1,0,0,0,0
1309,1629,1,3,6,0,1,1
1310,1630,5,0,0,0,0,0
1311,1631,0,0,0,0,0,1
1312,1632,0,0,0,0,0,0
1313,1633,3,0,0,0,3,0
1314,1634,1,0,0,0,0,2
1315,1635,1,0,2,0,0,1
1316,1636,7,0,0,1,4,4
1317,1637,4,0,0,0,1,0
1318,1638,2,0,0,1,0,0
1319,1639,0,0,0,0,2,1
1320,1640,2,0,0,0,0,0
1321,1641,3,0,0,0,1,0
1322,1642,0,0,0,0,0,2
1323,1643,2,0,0,1,0,0
1324,1644,10,0,1,3,0,0
1325,1645,8,0,0,1,4,2
1326,1646,1,0,0,0,0,0
1327,1647,1,4,0,0,0,1
1328,1648,5,0,0,0,3,1
1329,1649,8,0,0,0,2,0
1330,1650,2,0,0,1,0,0
1331,1651,0,0,0,1,0,0
1332,1652,2,2,13,0,1,0
1333,1653,3,0,2,0,0,0
1334,1654,12,0,1,3,0,0
1335,1655,0,0,2,0,0,1
1336,1656,2,0,0,0,0,1
1337,1657,3,0,0,0,3,0
1338,1658,5,0,1,4,0,0
1339,1659,0,0,0,0,0,0
1340,1660,1,0,0,0,0,1
1341,1661,2,0,0,0,2,1
1342,1662,5,6,0,1,2,1
1343,1663,2,0,0,0,0,0
1344,1664,6,0,0,0,10,0
1345,1665,6,0,0,1,2,0
1346,1666,0,0,0,0,1,1
1347,1667,0,0,0,0,0,0
1348,1668,5,0,0,1,0,0
1349,1669,5,5,1,3,5,0
1350,1670,0,0,0,0,0,0
1351,1671,1,3,0,0,0,0
1352,1672,0,0,0,0,0,0
1353,1673,10,0,1,0,0,1
1354,1674,1,0,0,0,0,0
1355,1675,0,0,0,0,8,0
1356,1676,0,0,0,0,5,0
1357,1677,2,0,0,0,4,1
1358,1678,1,0,0,0,0,0
1359,1679,0,0,0,0,0,0
1360,1680,1,0,0,0,9,2
1361,1681,0,0,0,0,1,0
1362,1682,3,0,0,2,0,0
1363,1683,1,0,0,0,2,0
1364,1684,6,0,0,2,0,1
1365,1685,0,0,0,0,0,0
1366,1686,3,4,0,2,0,0
1367,1687,4,0,0,2,0,0
1368,1688,0,0,0,0,0,0
1369,1689,3,0,0,1,0,0
1370,1690,2,2,0,0,0,0
1371,1691,2,0,0,2,0,0
1372,1692,1,0,0,0,5,0
1373,1693,4,12,4,0,3,0
1374,1694,2,0,5,0,0,0
1375,1695,0,0,0,1,4,2
1376,1696,1,0,0,0,6,3
1377,1697,0,0,0,0,0,2
1378,1698,0,0,0,3,6,1
1379,1699,4,3,0,2,0,0
1380,1700,5,0,0,1,0,0
1381,1701,0,0,1,0,0,0
1382,1702,2,0,3,0,12,0
1383,1703,0,0,5,0,1,0
1384,1704,1,0,0,0,0,1
1385,1705,0,0,0,0,0,0
1386,1706,7,0,0,0,0,0
1387,1707,4,7,8,0,3,2
1388,1708,0,0,0,0,2,0
1389,1709,6,0,10,0,9,0
1390,1710,1,3,34,0,0,0
1391,1711,3,1,0,0,2,1
1392,1712,3,6,5,0,3,2
1393,1713,0,0,0,0,0,0
1394,1714,5,1,0,0,0,0
1395,1715,0,0,0,0,2,2
1396,1716,0,0,0,0,3,0
1397,1717,5,0,1,1,0,2
1398,1718,3,0,0,0,0,0
1399,1719,8,1,2,0,0,0
1400,1720,4,0,0,0,0,0
1401,1721,8,0,0,0,0,0
1402,1722,3,0,0,1,1,0
1403,1723,1,0,1,0,0,2
1404,1724,0,0,0,0,0,1
1405,1725,9,2,0,3,0,0
1406,1726,3,0,0,0,0,1
1407,1727,8,0,0,0,0,2
1408,1728,2,0,0,0,0,0
1409,1729,2,3,1,1,0,1
1410,1730,12,0,0,0,0,1
1411,1731,0,0,0,0,0,2
1412,1732,2,0,0,0,4,0
1413,1733,0,0,0,0,0,0
1414,1734,4,0,0,0,0,0
1415,1735,3,0,0,0,0,1
1416,1736,0,0,0,0,0,0
1417,1737,9,0,0,0,0,1
1418,1738,1,0,0,0,1,1
1419,1739,0,4,3,1,2,1
1420,1740,6,20,7,1,0,0
1421,1741,5,14,7,1,0,0
1422,1742,5,0,0,0,3,0
1423,1743,1,0,0,0,0,0
1424,1744,2,0,0,0,3,0
1425,1745,0,3,0,5,0,0
1426,1746,0,0,4,1,2,0
1427,1747,3,0,8,0,0,0
1428,1748,3,0,0,0,0,0
1429,1749,6,0,0,2,0,0
1430,1750,6,0,1,0,0,0
1431,1751,3,4,2,0,0,0
1432,1752,1,1,0,1,1,0
1433,1753,1,3,0,0,0,0
1434,1754,2,0,0,0,3,0
1435,1755,0,0,0,0,0,0
1436,1756,0,0,0,0,0,1
1437,1757,5,6,0,0,1,1
1438,1758,4,1,0,0,1,0
1439,1759,1,0,0,0,0,1
1440,1760,2,0,0,0,0,0
1441,1761,3,0,0,0,0,0
1442,1762,1,0,0,0,0,0
1443,1763,2,6,2,0,1,0
1444,1764,4,0,0,0,0,0
1445,1765,12,0,1,0,0,0
1446,1766,1,1,0,0,2,0
1447,1767,0,0,0,0,0,0
1448,1768,0,0,0,0,0,1
1449,1769,0,0,0,0,0,0
1450,1770,0,0,3,0,4,0
1451,1771,3,0,1,0,2,1
1452,1772,3,0,0,0,3,0
1453,1773,4,0,0,0,0,2
1454,1774,1,0,0,0,0,0
1455,1775,3,0,0,0,0,0
1456,1776,3,7,6,4,0,0
1457,1777,11,0,0,1,2,0
1458,1778,0,0,0,0,0,0
1459,1779,5,3,0,0,4,0
1460,1780,2,0,0,0,5,0
1461,1781,0,0,0,0,0,1
1462,1782,2,0,0,0,1,4
1463,1783,3,0,0,0,0,0
1464,1784,0,1,0,0,0,0
1465,1785,7,0,0,0,6,0
1466,1786,0,0,0,0,0,0
1467,1787,0,0,0,0,0,0
1468,1788,1,3,0,0,0,1
1469,1789,1,0,0,0,0,0
1470,1790,4,0,1,0,0,4
1471,1791,0,0,1,0,0,0
1472,1792,0,0,0,1,0,0
1473,1793,0,0,0,0,0,0
1474,1794,0,0,0,0,5,0
1475,1795,3,0,0,0,0,0
1476,1796,1,1,1,0,0,1
1477,1797,5,2,0,1,0,0
1478,1798,0,0,0,0,0,1
1479,1799,3,0,0,1,0,0
1480,1800,6,2,0,1,0,0
1481,1801,1,0,0,0,0,0
1482,1802,1,0,0,0,0,0
1483,1803,1,0,0,0,4,1
1484,1804,1,4,3,2,0,0
1485,1805,0,0,0,0,0,0
1486,1806,0,0,0,0,0,1
1487,1807,1,0,0,0,0,0
1488,1808,0,0,2,0,1,0
1489,1809,4,0,5,0,0,1
1490,1810,2,0,0,0,0,0
1491,1811,2,0,0,0,0,0
1492,1812,3,0,0,0,0,3
1493,1813,2,0,0,0,0,0
1494,1814,1,0,0,0,0,0
1495,1815,8,2,0,0,0,1
1496,1816,0,0,0,0,0,0
1497,1817,2,0,0,0,1,0
1498,1818,0,0,0,1,0,1
1499,1819,0,0,0,0,0,0
1500,1820,1,0,0,0,3,0
1501,1821,0,0,0,0,0,0
1502,1822,2,0,1,0,0,0
1503,1823,1,0,0,0,4,0
1504,1824,1,0,0,0,0,1
1505,1825,0,9,1,1,0,0
1506,1826,0,0,0,0,0,0
1507,1827,0,0,0,0,0,0
1508,1828,4,0,0,0,0,0
1509,1829,1,0,0,0,10,0
1510,1830,0,0,0,2,3,0
1511,1831,1,0,0,0,8,0
1512,1832,9,0,1,0,0,2
1513,1833,1,0,0,0,7,0
1514,1834,1,0,0,0,6,0
1515,1835,4,0,1,2,1,0
1516,1836,1,0,0,0,5,0
1517,1837,0,0,0,0,0,0
1518,1838,2,0,0,0,0,0
1519,1839,2,0,0,0,5,1
1520,1840,0,2,2,1,0,1
1521,1841,1,2,0,0,0,1
1522,1842,0,0,0,0,1,0
1523,1843,0,0,0,0,0,0
1524,1844,0,0,0,3,6,0
1525,1845,0,0,0,0,0,1
1526,1846,3,1,0,0,0,1
1527,1847,3,1,0,0,1,1
1528,1848,3,0,0,0,0,0
1529,1849,0,0,0,0,0,0
1530,1850,0,0,0,0,0,1
1531,1851,1,0,1,0,0,0
1532,1852,0,0,0,0,1,0
1533,1853,1,0,0,0,2,0
1534,1854,6,0,0,0,0,0
1535,1855,2,0,0,0,0,1
1536,1856,0,0,0,0,0,0
1537,1857,13,0,1,1,0,0
1538,1858,0,0,22,0,3,0
1539,1859,5,0,0,0,0,0
1540,1860,0,1,0,0,0,0
1541,1861,3,0,0,0,0,0
1542,1862,0,0,0,0,7,0
1543,1863,3,0,0,0,0,0
1544,1864,5,0,0,0,0,0
1545,1865,0,0,0,0,5,1
1546,1866,0,0,0,0,7,3
1547,1867,0,0,0,0,8,0
1548,1868,0,0,0,0,0,0
1549,1869,0,0,0,0,9,0
1550,1870,2,0,0,0,0,0
1551,1871,0,3,0,0,0,0
1552,1872,0,0,0,0,0,0
1553,1873,0,0,1,0,2,5
1554,1874,0,0,0,0,2,4
1555,1875,0,0,1,0,0,1
1556,1876,6,0,0,0,0,0
1557,1877,4,0,0,0,0,0
1558,1878,3,1,0,0,0,1
1559,1879,1,0,0,0,0,0
1560,1880,0,0,0,0,0,1
1561,1881,1,0,0,0,0,0
1562,1882,1,0,0,0,0,0
1563,1883,2,0,0,0,2,0
1564,1884,0,0,0,0,0,1
1565,1885,3,4,1,2,0,1
1566,1886,0,0,0,1,1,0
1567,1887,0,0,0,0,0,1
1568,1888,1,0,0,0,0,1
1569,1889,3,0,0,0,0,0
1570,1890,0,0,0,0,0,0
1571,1891,5,0,0,0,0,0
1572,1892,0,0,0,0,0,0
1573,1893,1,0,0,0,1,0
1574,1894,0,0,0,0,0,0
1575,1895,2,0,0,0,4,0
1576,1896,0,6,5,0,0,0
1577,1897,1,0,0,0,1,0
1578,1898,3,0,0,2,0,0
1579,1899,4,0,0,0,0,0
1580,1900,3,0,0,0,4,1
1581,1901,1,0,0,0,0,0
1582,1902,2,0,0,0,0,3
1583,1903,1,0,0,0,0,0
1584,1904,0,0,0,0,0,0
1585,1905,3,0,0,0,0,0
1586,1906,0,0,0,0,0,1
1587,1907,0,0,0,0,0,0
1588,1908,1,0,0,0,0,3
1589,1909,0,0,0,0,0,1
1590,1910,2,0,0,0,0,1
1591,1911,0,0,0,0,1,1
1592,1912,0,0,0,0,0,0
1593,1913,2,0,0,0,1,0
1594,1914,0,0,0,0,0,0
1595,1915,2,0,0,1,0,0
1596,1916,1,0,0,0,0,0
1597,1917,0,0,0,0,1,0
1598,1918,3,0,1,0,2,0
1599,1919,1,6,0,0,0,0
1600,1920,0,0,0,0,1,1
1601,1921,1,0,0,0,0,0
1602,1922,0,0,0,0,0,0
1603,1923,0,0,0,0,0,0
1604,1924,1,1,3,1,3,0
1605,1925,0,0,0,0,1,0
1606,1926,0,0,1,0,0,0
1607,1927,0,0,0,0,0,0
1608,1928,0,0,0,0,0,1
1609,1929,2,1,3,1,3,1
1610,1930,0,0,0,0,1,0
1611,1931,0,0,1,0,0,1
1612,1932,0,0,0,0,0,0
1613,1933,0,0,0,0,1,1
1614,1934,3,0,0,0,0,0
1615,1935,0,0,0,0,0,0
1616,1936,8,8,7,0,0,1
1617,1937,0,0,0,0,0,0
1618,1938,1,0,0,0,0,0
1619,1939,0,0,0,0,0,0
1620,1940,0,0,0,0,0,0
1621,1941,5,0,0,0,0,0
1622,1942,0,0,0,0,0,0
1623,1943,1,0,0,0,0,0
1624,1944,0,0,0,0,0,0
1625,1945,0,0,0,0,1,1
1626,1946,2,0,0,0,0,0
1627,1947,3,0,0,0,0,0
1628,1948,4,0,0,0,0,0
1629,1949,10,0,0,0,0,0
1630,1950,3,0,1,0,0,0
1631,1951,0,0,0,0,0,0
1632,1952,0,0,2,0,7,2
1633,1953,0,0,0,0,0,0
1634,1954,0,0,0,0,0,0
1635,1955,2,0,0,0,0,0
1636,1956,1,0,0,0,0,2
1637,1957,10,0,0,0,0,1
1638,1958,1,0,9,0,8,0
1639,1959,1,0,0,0,0,0
1640,1960,1,4,0,0,0,0
1641,1961,8,0,0,0,0,0
1642,1962,2,0,1,0,0,0
1643,1963,4,0,1,2,0,0
