,0,1,2,3,4,5,6
358,677,0,0,0,0,0,1
359,678,2,0,0,0,0,0
360,679,8,0,0,1,0,0
361,680,0,0,0,0,0,1
362,681,8,0,0,3,0,0
363,682,2,0,0,0,0,0
364,683,1,0,0,0,0,0
365,684,5,0,0,0,0,1
366,685,2,0,0,0,0,0
367,686,1,0,0,0,0,1
368,687,0,0,0,0,0,1
369,688,0,0,0,0,0,1
370,689,0,0,0,0,0,3
371,690,0,0,0,0,1,1
372,691,0,0,0,0,0,0
373,692,1,0,0,0,0,1
374,693,1,0,0,1,0,0
375,694,3,0,0,0,0,0
376,695,0,1,0,0,3,0
377,696,0,0,0,0,0,0
378,697,0,0,0,0,0,0
379,698,1,0,0,0,0,0
380,699,2,0,2,0,0,1
381,700,1,0,0,0,0,0
382,701,0,0,0,0,0,1
383,702,0,0,0,0,0,0
384,703,0,0,0,0,0,0
385,704,0,0,0,1,0,1
386,705,0,0,0,0,0,3
387,706,1,0,0,0,4,0
388,707,0,0,0,0,4,0
389,708,0,1,0,0,2,1
390,709,0,2,1,1,0,1
391,710,0,0,0,0,0,0
392,711,8,0,2,0,0,0
393,712,2,2,0,4,0,0
394,713,0,0,0,0,0,1
395,714,4,0,0,1,0,1
396,715,2,0,2,0,0,1
397,716,1,0,0,1,0,2
398,717,1,0,0,0,6,0
399,718,1,0,0,0,3,2
400,719,8,0,2,0,0,0
401,720,1,0,0,0,4,1
402,721,5,0,0,0,0,0
403,722,0,0,1,0,4,4
404,723,1,0,1,0,3,2
405,724,2,2,0,0,5,3
406,725,7,0,1,0,0,0
407,726,0,0,0,0,0,1
408,727,0,0,1,0,3,1
409,728,0,0,0,0,3,0
410,729,1,0,0,0,2,3
411,730,0,0,0,0,1,3
412,731,1,0,3,0,3,1
413,732,0,0,0,0,0,0
414,733,2,0,2,0,8,0
415,734,0,0,1,1,1,0
416,735,1,0,1,0,0,1
417,736,0,0,0,0,0,1
418,737,0,0,4,0,1,2
419,738,0,0,2,0,0,0
420,739,0,0,2,0,1,2
421,740,1,0,0,0,0,0
422,741,2,0,0,0,1,0
423,742,1,0,0,0,0,1
424,743,0,0,0,0,0,2
425,744,0,0,0,0,2,2
426,745,7,1,0,1,1,0
427,746,0,0,0,0,0,0
428,747,8,0,0,0,0,1
429,748,1,2,0,0,5,4
430,749,2,1,0,0,4,0
431,750,0,1,0,0,0,1
432,751,0,9,4,1,7,0
433,752,4,0,0,0,0,0
434,753,0,0,0,0,0,1
435,754,0,0,0,0,0,0
436,755,0,0,0,0,5,2
437,756,0,0,0,0,3,2
438,757,1,0,1,0,0,1
439,758,1,0,0,0,0,0
440,759,4,0,0,0,0,0
441,760,2,1,4,2,0,0
442,761,2,0,0,0,0,2
443,762,8,0,0,0,0,0
444,763,0,0,0,0,3,3
445,764,0,2,1,0,2,1
446,765,0,0,0,0,0,0
447,766,0,0,0,0,0,2
448,767,0,0,0,0,0,1
449,768,0,0,1,0,0,0
450,769,0,0,0,0,0,0
451,770,0,3,0,0,0,0
452,771,0,0,0,0,4,0
453,772,0,0,0,0,11,4
454,773,0,0,0,0,0,0
455,774,0,0,0,0,0,2
456,775,0,0,0,0,0,0
457,776,8,0,2,0,0,0
458,777,1,0,0,0,0,0
459,778,0,0,0,2,0,0
460,779,0,0,0,0,0,1
461,780,8,0,2,0,0,0
462,781,2,0,0,0,0,0
463,782,8,0,2,0,0,0
464,783,8,0,2,1,0,0
465,784,0,0,0,0,1,1
466,785,0,0,0,0,0,0
467,786,1,0,0,0,0,0
468,787,2,0,0,0,6,0
469,788,0,0,0,0,0,0
470,789,0,0,0,0,0,0
471,790,1,0,0,0,1,1
472,791,0,0,0,0,2,0
473,792,0,0,0,0,2,0
474,793,9,0,2,0,0,0
475,794,0,0,1,0,1,0
476,795,2,0,1,1,0,0
477,796,0,0,0,1,0,0
478,797,2,0,0,0,0,0
479,798,2,0,0,0,0,2
480,799,0,0,0,0,1,1
481,800,0,0,0,0,1,0
482,801,0,1,0,0,0,1
483,802,0,0,0,0,0,3
484,803,0,0,0,0,3,0
485,804,0,2,0,0,0,1
486,805,0,0,0,0,0,0
487,806,0,0,0,0,0,1
488,807,2,0,0,0,0,0
489,808,1,0,0,0,0,0
490,809,1,0,0,0,0,0
491,810,0,0,0,0,0,0
492,811,1,0,0,0,8,1
493,812,0,0,0,0,0,0
494,813,9,0,1,4,0,0
495,814,1,6,0,2,0,0
496,815,1,0,1,1,0,1
497,816,2,0,0,0,0,1
498,817,0,0,0,0,0,1
499,818,0,0,0,3,0,0
500,819,11,0,0,0,0,0
501,820,11,0,0,0,0,0
502,821,11,0,0,0,0,0
503,822,0,0,0,0,0,0
504,823,6,0,0,0,0,0
505,824,1,0,0,0,0,0
506,825,0,1,4,0,0,0
507,826,0,0,0,0,1,0
508,827,2,0,0,0,1,0
509,828,3,0,0,1,0,0
510,829,1,0,0,0,0,0
511,830,4,0,0,0,0,1
512,831,0,0,0,0,4,0
513,832,1,0,0,0,0,5
514,833,0,0,0,0,0,0
515,834,1,0,0,0,0,1
516,835,0,3,3,0,1,0
517,836,0,0,0,0,0,1
518,837,3,0,1,0,0,0
519,838,0,0,0,0,0,1
520,839,0,0,0,0,0,0
521,840,4,0,0,0,0,0
522,841,5,0,0,0,0,0
523,842,0,0,0,0,0,0
524,843,0,0,0,0,0,1
525,844,0,0,0,0,0,1
526,845,0,0,0,1,0,0
527,846,0,0,1,0,0,0
528,847,0,0,0,0,0,0
529,848,0,0,0,0,0,0
530,849,1,0,0,0,0,0
531,850,0,0,0,0,0,0
532,851,6,0,2,1,0,0
533,852,11,0,2,0,0,0
534,853,0,0,0,0,0,1
535,854,0,0,0,0,1,0
536,855,0,2,0,0,1,0
537,856,1,0,0,0,3,4
538,857,1,0,0,0,4,0
539,858,0,0,0,0,1,0
540,859,0,0,0,0,0,0
541,860,3,0,0,0,0,0
542,861,2,0,0,0,4,0
543,862,0,0,0,0,0,1
544,863,0,0,0,0,0,1
545,864,3,0,0,0,0,1
546,865,3,0,0,0,1,0
547,866,4,0,0,0,3,0
548,867,0,0,0,0,0,0
549,868,0,0,0,0,0,1
550,869,0,0,0,0,0,0
551,870,1,0,0,0,0,1
552,871,0,0,0,0,1,0
553,872,7,0,2,2,0,0
554,873,2,0,0,0,0,1
555,874,0,0,0,0,0,1
556,875,0,0,0,0,1,0
557,876,0,0,0,0,0,0
558,877,0,0,1,0,0,0
559,878,2,2,0,0,0,0
560,879,1,0,0,0,3,4
561,880,0,0,0,0,0,0
562,881,6,0,0,0,0,0
563,882,2,0,0,0,2,0
564,883,0,0,0,0,0,0
565,884,2,0,0,0,0,0
566,885,0,0,0,0,0,0
567,886,0,0,0,0,0,0
568,887,0,0,0,0,0,0
569,888,1,4,0,0,1,0
570,889,1,0,0,0,0,0
571,890,4,0,1,0,0,0
572,891,2,0,0,0,0,0
573,892,3,0,0,0,0,0
574,893,0,0,0,0,0,0
575,894,6,0,2,2,0,0
576,895,0,0,0,0,0,0
577,896,0,0,0,0,0,0
578,897,1,0,0,0,0,0
579,898,6,0,0,0,0,0
580,899,0,0,0,0,0,1
581,900,2,0,0,1,0,0
582,901,2,0,0,0,4,1
583,902,2,1,0,0,0,0
584,903,1,0,0,0,0,0
585,904,0,0,0,0,0,0
586,905,1,0,0,0,0,1
587,906,2,3,2,0,4,1
588,907,2,0,0,0,0,1
589,908,0,0,0,0,0,0
590,909,1,0,0,0,0,1
591,910,3,0,0,0,0,1
592,911,6,0,1,0,0,0
593,912,0,0,0,0,0,0
594,913,4,4,2,2,0,1
595,914,0,0,0,0,5,0
596,915,0,0,0,0,0,0
597,916,1,0,0,0,0,0
598,917,5,0,4,1,0,2
599,918,0,3,0,0,0,2
600,919,0,0,0,0,0,0
601,920,2,3,0,1,0,0
602,921,3,3,0,0,0,0
603,922,0,0,0,0,0,0
604,923,5,3,0,0,4,2
605,924,0,0,0,0,0,0
606,925,0,0,0,0,2,0
607,926,0,1,1,0,0,0
608,927,0,0,0,2,1,1
609,928,0,0,0,0,0,0
610,929,7,0,1,4,3,0
611,930,6,0,0,0,4,0
612,931,5,0,1,0,0,1
613,932,0,0,1,0,0,1
614,933,2,0,0,0,2,1
615,934,3,0,0,0,0,0
616,935,0,0,0,0,0,1
617,936,0,0,6,0,10,1
618,937,3,0,0,0,0,0
619,938,6,0,0,0,2,0
620,939,5,0,0,1,6,0
621,940,4,0,0,1,0,0
622,941,0,0,0,0,0,0
623,942,15,0,0,1,2,1
624,943,6,1,0,0,1,0
625,944,5,0,0,1,1,1
626,945,7,0,0,1,0,1
627,946,0,0,5,0,5,1
628,947,8,0,1,0,0,0
629,948,0,0,0,0,1,0
630,949,0,0,0,0,0,0
631,950,0,0,0,0,0,0
632,951,2,0,0,0,0,0
633,952,11,0,0,0,0,1
634,953,9,0,3,1,8,0
635,954,4,0,0,0,0,0
636,955,1,0,0,0,4,1
637,956,0,0,0,0,0,0
638,957,0,0,0,0,0,0
639,958,1,0,0,0,0,1
640,959,3,0,0,0,0,0
641,960,0,0,0,0,0,1
642,961,1,0,0,0,0,0
643,962,5,0,0,2,0,0
644,963,2,0,0,0,0,1
645,964,2,0,0,0,0,3
646,965,4,5,1,0,0,1
647,966,6,0,0,0,4,5
648,967,0,0,0,0,0,0
649,968,0,0,0,0,0,0
650,969,2,0,0,0,0,0
651,970,1,0,1,0,0,0
652,971,9,0,0,0,4,1
653,972,0,1,1,1,3,0
654,973,0,0,2,0,0,0
655,974,7,2,0,0,0,0
656,975,4,0,0,0,0,0
657,976,0,1,1,1,0,0
658,977,12,0,0,0,2,1
659,978,0,0,0,0,0,0
660,979,0,0,0,0,0,0
661,980,6,0,1,1,0,0
662,981,0,0,0,0,0,1
663,982,1,0,0,1,0,0
664,983,2,0,0,0,1,0
665,984,0,0,0,0,0,0
666,985,0,1,0,0,0,0
667,986,3,0,0,0,0,0
668,987,1,0,0,0,0,0
669,988,5,0,0,0,0,1
670,989,0,0,2,0,2,0
671,990,0,0,0,0,0,3
672,991,1,0,0,0,2,0
673,992,0,0,0,0,4,1
674,993,0,0,0,0,0,0
675,994,2,0,0,0,0,6
676,995,0,0,0,0,0,0
677,996,0,0,0,0,1,1
678,997,11,0,1,0,0,0
679,998,0,0,0,0,0,0
680,999,0,0,0,0,0,1
681,1000,0,0,0,0,0,0
682,1001,2,0,0,0,0,0
683,1002,2,0,0,0,0,0
684,1003,2,0,0,0,0,0
685,1004,2,0,0,0,0,0
686,1005,3,1,0,0,0,0
687,1006,0,0,0,0,5,1
688,1007,0,0,0,0,0,0
689,1008,6,0,0,0,0,0
690,1009,12,0,0,1,0,0
691,1010,0,0,0,0,0,0
692,1011,0,0,0,0,3,1
693,1012,0,0,0,0,0,0
694,1013,0,0,0,0,0,0
695,1014,0,0,0,0,0,0
696,1015,4,0,0,0,0,1
697,1016,3,0,2,0,0,0
698,1017,1,0,0,0,0,0
699,1018,0,0,0,0,1,0
700,1019,4,0,0,0,0,1
701,1020,1,0,0,0,0,0
702,1021,0,9,1,0,0,0
703,1022,1,0,0,0,3,0
704,1023,0,11,2,0,1,0
705,1024,0,6,1,0,1,5
706,1025,0,0,0,0,0,0
707,1026,0,7,1,0,0,0
708,1027,0,7,1,0,0,1
709,1028,2,0,0,0,0,0
710,1029,1,0,0,0,1,0
711,1030,0,9,1,0,3,2
712,1031,0,0,0,0,0,0
713,1032,0,0,0,0,0,0
714,1033,0,8,1,0,1,0
715,1034,5,0,0,0,0,0
716,1035,2,0,0,0,0,0
717,1036,0,0,0,0,0,0
718,1037,0,0,0,0,0,0
719,1038,1,0,1,0,0,0
720,1039,12,0,1,1,2,1
721,1040,0,0,0,0,0,1
722,1041,1,0,0,0,0,0
723,1042,0,2,0,0,0,0
724,1043,1,0,0,0,0,0
725,1044,0,0,0,0,0,0
726,1045,0,0,2,0,0,0
727,1046,2,0,0,0,0,0
728,1047,0,0,0,0,0,0
729,1048,0,0,0,0,0,0
730,1049,0,0,0,0,0,0
731,1050,0,0,0,0,0,0
732,1051,3,0,1,1,0,0
733,1052,1,0,0,0,0,0
734,1053,0,0,0,0,0,0
735,1054,0,0,1,0,2,1
736,1055,0,0,0,0,0,1
737,1056,8,1,0,0,0,0
738,1057,0,0,5,0,0,0
739,1058,1,0,0,0,0,1
740,1059,6,0,1,0,0,0
741,1060,6,0,0,5,0,0
742,1061,2,0,0,0,0,0
743,1062,1,0,9,0,0,0
744,1063,0,0,0,0,0,0
745,1064,0,0,1,0,1,0
746,1065,0,0,0,0,0,0
747,1066,2,0,0,0,0,0
748,1067,0,0,0,0,4,0
749,1068,0,0,0,0,0,0
750,1069,0,0,0,0,0,0
751,1070,1,0,0,0,0,0
752,1071,2,0,0,0,0,1
753,1072,1,0,0,0,0,0
754,1073,0,0,0,0,0,1
755,1074,1,0,2,0,1,0
756,1075,0,0,0,0,0,0
757,1076,2,0,0,0,4,1
758,1077,0,0,2,0,0,1
759,1078,0,0,0,0,0,0
760,1079,2,0,0,0,0,0
761,1080,0,0,0,0,0,0
762,1081,0,0,0,0,0,0
763,1082,0,0,1,0,0,0
764,1083,1,0,0,0,0,0
765,1084,0,0,2,0,0,0
766,1085,0,0,0,0,0,0
767,1086,0,0,0,0,0,0
768,1087,5,0,2,1,4,0
769,1088,0,0,3,0,0,1
770,1089,0,0,0,0,0,1
771,1090,0,0,0,0,0,0
772,1091,3,4,2,0,0,0
773,1092,0,0,2,0,0,0
774,1093,1,0,0,0,0,1
775,1094,7,0,1,0,0,0
776,1095,0,0,2,0,0,0
777,1096,1,2,0,0,0,0
778,1097,1,0,0,0,0,2
779,1098,1,0,0,0,0,1
780,1099,0,3,0,0,4,0
781,1100,2,0,0,0,0,0
782,1101,1,0,2,1,0,0
783,1102,0,0,0,1,0,1
784,1103,2,0,1,0,0,0
785,1104,0,0,0,0,0,1
786,1105,1,0,0,0,0,0
787,1106,0,0,0,0,0,0
788,1107,3,0,0,0,0,0
789,1108,3,0,0,0,0,0
790,1109,1,1,0,0,0,0
791,1110,1,0,0,0,0,0
792,1111,5,0,0,0,5,0
793,1112,0,0,0,0,0,1
794,1113,0,0,0,1,4,0
795,1114,0,0,0,0,4,1
796,1115,0,0,0,0,1,3
797,1116,0,0,1,0,0,0
798,1117,0,0,0,0,0,0
799,1119,3,2,0,3,2,1
800,1120,0,0,0,1,0,1
801,1121,0,0,1,0,2,0
802,1122,5,0,0,2,0,0
803,1123,1,0,0,0,0,0
804,1124,0,0,0,0,0,0
805,1125,0,0,0,0,4,1
806,1126,10,0,0,0,0,1
807,1127,1,0,0,2,0,1
808,1128,0,0,1,0,4,0
809,1129,0,0,0,0,0,0
810,1130,1,0,0,0,0,0
811,1131,0,0,3,0,0,0
812,1132,0,0,0,2,5,1
813,1133,0,0,0,0,0,0
814,1134,0,0,0,0,1,0
815,1135,0,0,0,0,2,0
816,1136,0,0,2,0,5,0
817,1137,14,0,12,16,0,0
818,1138,0,0,0,0,1,0
819,1139,1,0,0,0,0,0
820,1140,0,0,0,0,0,0
821,1141,0,0,0,0,5,1
822,1142,0,0,0,0,0,0
823,1143,4,0,1,0,0,0
824,1144,1,0,0,0,0,1
825,1145,0,0,0,0,4,2
826,1146,2,0,5,0,0,0
827,1147,2,0,0,0,0,0
828,1148,0,0,0,0,2,0
829,1149,0,0,0,0,0,0
830,1150,0,0,0,0,0,0
831,1151,0,0,0,0,0,0
832,1152,3,0,0,0,0,1
833,1153,3,0,0,0,0,1
834,1154,0,0,0,0,0,0
835,1155,0,0,0,0,10,0
836,1156,1,0,0,0,5,0
837,1157,0,0,0,0,1,0
838,1158,0,0,0,0,0,0
839,1159,0,3,0,0,4,0
840,1160,2,0,0,0,0,0
841,1161,0,0,0,0,0,0
842,1162,0,0,0,0,2,1
843,1163,0,0,0,0,0,1
844,1164,1,0,0,0,0,0
845,1165,0,0,0,0,0,0
846,1166,5,0,0,0,4,0
847,1167,9,6,0,0,6,0
848,1168,0,0,1,0,0,1
849,1169,0,11,2,0,0,1
850,1170,0,1,0,0,0,2
851,1171,11,0,0,2,2,0
852,1172,1,0,0,0,2,0
853,1173,0,0,0,0,0,0
854,1174,0,0,2,0,1,1
855,1175,4,0,0,0,0,0
856,1176,1,0,0,0,0,0
857,1177,2,0,0,0,0,0
858,1178,0,0,3,0,1,2
859,1179,0,0,0,0,0,1
